shipment_id,order_id,origem,destino,transportadora,data_envio,data_entrega,prazo_dias,custo,status
2176,2176,GO,DF,Trans D,2024-06-10,2024-06-14,4,201.5,entregue
2177,2177,SP,BA,Trans D,2024-02-04,2024-02-12,6,143.95,atraso
2178,2178,GO,MG,Trans A,2024-05-31,2024-06-06,5,270.48,entregue
2179,2179,GO,DF,Trans C,2024-02-15,2024-02-20,4,197.31,entregue
2180,2180,RJ,MG,Trans A,2024-03-17,2024-03-18,2,316.94,entregue
2181,2181,RS,SP,Trans E,2024-05-10,2024-05-20,5,199.81,atraso
2182,2182,SP,RJ,Trans D,2024-07-12,2024-07-14,3,97.61,entregue
2183,2183,DF,SC,Trans B,2024-05-12,2024-05-17,4,212.03,entregue
2184,2184,RJ,GO,Trans C,2024-02-12,2024-02-15,3,284.39,entregue
2185,2185,GO,RS,Trans B,2024-03-14,2024-03-18,2,468.3,em trânsito
2186,2186,BA,RJ,Trans C,2024-01-25,2024-01-28,2,397.04,entregue
2187,2187,GO,BA,Trans A,2024-08-19,2024-08-25,5,305.92,entregue
2188,2188,RJ,GO,Trans B,2024-05-05,2024-05-08,1,235.21,atraso
2189,2189,PE,PR,Trans C,2024-04-19,2024-04-27,5,429.04,atraso
2190,2190,MG,RS,Trans C,2024-07-02,2024-07-05,1,266.65,atraso
2191,2191,DF,BA,Trans D,2024-03-08,2024-03-11,4,497.09,entregue
2192,2192,SP,RS,Trans A,2024-07-24,2024-07-26,3,385.49,entregue
2193,2193,RS,SC,Trans C,2024-05-09,2024-05-11,2,344.86,entregue
2194,2194,MG,PR,Trans E,2024-07-17,2024-07-24,6,212.22,entregue
2195,2195,RS,MG,Trans A,2024-01-26,2024-02-02,4,159.97,cancelado
2196,2196,SC,SP,Trans E,2024-08-02,2024-08-10,6,478.66,atraso
2197,2197,MG,BA,Trans A,2024-02-05,2024-02-06,2,362.81,entregue
2198,2198,RJ,RS,Trans C,2024-02-08,2024-02-11,4,388.1,entregue
2199,2199,GO,RS,Trans C,2024-02-20,2024-02-21,2,479.35,entregue
2200,2200,RJ,SC,Trans B,2024-04-21,2024-04-23,1,336.71,entregue
2201,2201,DF,GO,Trans B,2024-04-17,2024-04-19,1,239.72,entregue
2202,2202,RJ,SC,Trans E,2024-06-12,2024-06-15,2,355.92,entregue
2203,2203,PR,SC,Trans B,2024-08-03,2024-08-06,3,360.55,entregue
2204,2204,DF,GO,Trans D,2024-06-10,2024-06-17,7,308.23,entregue
2205,2205,MG,RJ,Trans C,2024-02-26,2024-02-27,1,256.23,entregue
2206,2206,SC,RJ,Trans D,2024-03-04,2024-03-06,3,154.0,entregue
2207,2207,RS,SP,Trans C,2024-01-30,2024-02-05,6,376.02,entregue
2208,2208,RS,PE,Trans D,2024-07-25,2024-08-06,7,368.63,atraso
2209,2209,GO,SC,Trans A,2024-03-09,2024-03-12,3,105.54,entregue
2210,2210,SP,PR,Trans C,2024-06-21,2024-06-24,3,419.79,entregue
2211,2211,BA,PE,Trans D,2024-03-07,2024-03-13,4,385.84,cancelado
2212,2212,RJ,PE,Trans C,2024-07-28,2024-08-03,6,252.12,entregue
2213,2213,SP,PE,Trans E,2024-05-17,2024-05-20,2,126.33,entregue
2214,2214,SP,PE,Trans E,2024-03-25,2024-03-31,5,88.37,entregue
2215,2215,MG,BA,Trans A,2024-04-07,2024-04-15,7,219.98,entregue
2216,2216,RS,RJ,Trans C,2024-07-15,2024-07-23,7,100.67,entregue
2217,2217,RS,PR,Trans B,2024-05-17,2024-05-19,3,432.02,entregue
2218,2218,PE,MG,Trans D,2024-07-02,2024-07-08,7,462.47,entregue
2219,2219,SP,GO,Trans C,2024-02-25,2024-02-28,4,474.81,entregue
2220,2220,PE,DF,Trans A,2024-01-06,2024-01-15,7,290.63,atraso
2221,2221,PR,BA,Trans D,2024-02-10,2024-02-10,1,176.6,entregue
2222,2222,RS,MG,Trans B,2024-03-10,2024-03-16,1,355.22,atraso
2223,2223,RS,SP,Trans B,2024-07-08,2024-07-17,7,112.14,atraso
2224,2224,SC,PR,Trans E,2024-06-29,2024-07-10,6,88.46,atraso
2225,2225,PR,PE,Trans E,2024-08-23,2024-08-29,5,327.04,entregue
2226,2226,SC,DF,Trans D,2024-07-31,2024-08-02,2,409.6,entregue
2227,2227,RJ,BA,Trans D,2024-07-09,2024-07-14,5,272.74,entregue
2228,2228,SC,BA,Trans A,2024-06-16,2024-06-19,3,202.32,entregue
2229,2229,RS,DF,Trans A,2024-04-14,2024-04-16,2,199.46,entregue
2230,2230,BA,PR,Trans E,2024-03-03,2024-03-08,5,385.57,entregue
2231,2231,RS,PR,Trans C,2024-05-19,2024-05-31,7,174.11,atraso
2232,2232,BA,PE,Trans A,2024-07-16,2024-07-20,4,280.26,entregue
2233,2233,RJ,GO,Trans A,2024-03-20,2024-03-27,6,489.84,entregue
2234,2234,GO,DF,Trans A,2024-02-13,2024-02-18,5,329.23,entregue
2235,2235,RJ,RS,Trans A,2024-04-13,2024-04-15,2,299.83,entregue
2236,2236,RS,PE,Trans E,2024-02-29,2024-03-07,7,185.85,entregue
2237,2237,GO,RS,Trans C,2024-03-27,2024-04-04,6,215.01,atraso
2238,2238,DF,SP,Trans E,2024-04-14,2024-04-23,5,369.97,atraso
2239,2239,RJ,PE,Trans E,2024-05-05,2024-05-12,7,482.98,entregue
2240,2240,MG,GO,Trans B,2024-04-28,2024-05-03,3,466.92,atraso
2241,2241,DF,SC,Trans D,2024-01-20,2024-01-25,6,148.08,entregue
2242,2242,GO,MG,Trans A,2024-02-20,2024-02-21,2,96.41,entregue
2243,2243,PE,GO,Trans D,2024-02-13,2024-02-18,4,284.62,entregue
2244,2244,RS,DF,Trans E,2024-04-12,2024-04-15,4,262.9,entregue
2245,2245,SC,SP,Trans C,2024-08-24,2024-09-03,6,299.44,atraso
2246,2246,DF,SC,Trans E,2024-05-24,2024-05-26,3,201.88,entregue
2247,2247,RS,GO,Trans B,2024-06-06,2024-06-15,7,278.29,cancelado
2248,2248,PR,GO,Trans B,2024-08-25,2024-08-31,3,148.98,atraso
2249,2249,SP,MG,Trans D,2024-03-22,2024-03-22,1,277.61,entregue
2250,2250,PR,MG,Trans A,2024-06-28,2024-07-02,3,119.42,entregue
2251,2251,BA,SC,Trans D,2024-01-25,2024-01-28,3,329.67,entregue
2252,2252,GO,RJ,Trans A,2024-06-11,2024-06-13,3,224.88,entregue
2253,2253,SP,RS,Trans A,2024-03-11,2024-03-13,2,325.48,entregue
2254,2254,BA,RS,Trans C,2024-06-08,2024-06-15,3,315.67,atraso
2255,2255,SP,SC,Trans B,2024-05-31,2024-06-02,1,170.91,entregue
2256,2256,SC,PR,Trans B,2024-05-24,2024-05-28,3,326.67,entregue
2257,2257,DF,SP,Trans D,2024-05-27,2024-06-03,3,486.0,atraso
2258,2258,MG,SC,Trans E,2024-08-20,2024-08-25,6,81.12,entregue
2259,2259,PE,DF,Trans B,2024-01-24,2024-01-29,2,140.2,em trânsito
2260,2260,BA,MG,Trans D,2024-01-01,2024-01-07,7,137.53,entregue
2261,2261,SC,MG,Trans D,2024-06-19,2024-06-23,4,290.16,entregue
2262,2262,MG,RJ,Trans A,2024-05-23,2024-05-25,2,376.62,entregue
2263,2263,BA,PE,Trans C,2024-08-02,2024-08-06,3,112.84,entregue
2264,2264,DF,SC,Trans E,2024-02-24,2024-03-05,7,378.77,cancelado
2265,2265,SC,GO,Trans D,2024-04-23,2024-04-28,5,367.85,entregue
2266,2266,PE,GO,Trans E,2024-06-15,2024-06-18,4,443.78,entregue
2267,2267,BA,SC,Trans D,2024-06-20,2024-06-27,7,169.79,entregue
2268,2268,SC,PR,Trans E,2024-04-07,2024-04-10,2,498.08,entregue
2269,2269,RS,PE,Trans B,2024-04-02,2024-04-05,4,326.2,entregue
2270,2270,GO,RJ,Trans C,2024-08-21,2024-08-22,1,291.17,entregue
2271,2271,SP,GO,Trans A,2024-03-10,2024-03-15,5,349.5,entregue
2272,2272,PR,MG,Trans D,2024-06-27,2024-07-02,1,342.61,atraso
2273,2273,MG,PE,Trans E,2024-01-08,2024-01-20,7,498.84,atraso
2274,2274,DF,BA,Trans D,2024-02-14,2024-02-19,4,395.25,entregue
2275,2275,PR,RS,Trans A,2024-04-04,2024-04-06,1,144.34,entregue
2276,2276,MG,SC,Trans B,2024-08-05,2024-08-12,7,430.31,entregue
2277,2277,BA,RS,Trans A,2024-04-23,2024-04-23,1,211.98,entregue
2278,2278,MG,RS,Trans E,2024-08-06,2024-08-10,3,389.73,entregue
2279,2279,DF,RJ,Trans C,2024-06-21,2024-07-02,7,457.05,atraso
2280,2280,GO,MG,Trans B,2024-07-03,2024-07-11,5,475.03,em trânsito
2281,2281,DF,PR,Trans D,2024-08-02,2024-08-05,4,107.28,entregue
2282,2282,MG,SP,Trans E,2024-07-05,2024-07-06,2,266.23,entregue
2283,2283,BA,MG,Trans C,2024-02-20,2024-02-25,5,152.65,entregue
2284,2284,BA,PE,Trans A,2024-03-11,2024-03-13,3,223.41,entregue
2285,2285,DF,SC,Trans E,2024-06-27,2024-07-04,7,117.03,entregue
2286,2286,SP,RJ,Trans A,2024-07-05,2024-07-07,2,328.28,entregue
2287,2287,GO,RS,Trans A,2024-02-13,2024-02-23,7,347.94,atraso
2288,2288,DF,PE,Trans D,2024-08-12,2024-08-16,1,209.27,atraso
2289,2289,SC,DF,Trans B,2024-07-12,2024-07-22,6,102.4,atraso
2290,2290,BA,MG,Trans C,2024-03-12,2024-03-14,2,253.87,entregue
2291,2291,DF,SP,Trans B,2024-08-14,2024-08-17,3,188.93,entregue
2292,2292,BA,DF,Trans D,2024-01-24,2024-01-28,3,232.72,entregue
2293,2293,GO,MG,Trans E,2024-07-31,2024-08-03,4,95.43,entregue
2294,2294,PE,PR,Trans E,2024-02-09,2024-02-12,4,497.38,entregue
2295,2295,SP,RS,Trans D,2024-06-14,2024-06-21,3,167.13,atraso
2296,2296,PE,GO,Trans E,2024-07-31,2024-08-09,5,118.12,atraso
2297,2297,PR,RS,Trans B,2024-02-25,2024-02-27,3,467.21,entregue
2298,2298,PE,SC,Trans E,2024-06-10,2024-06-15,6,276.24,entregue
2299,2299,RS,PR,Trans C,2024-05-24,2024-05-28,3,458.54,entregue
2300,2300,DF,SP,Trans C,2024-01-27,2024-02-01,6,146.68,entregue
2301,2301,DF,BA,Trans D,2024-03-27,2024-03-29,3,158.59,entregue
2302,2302,BA,RS,Trans C,2024-02-11,2024-02-13,3,395.86,entregue
2303,2303,RS,GO,Trans D,2024-06-06,2024-06-14,7,371.69,entregue
2304,2304,BA,GO,Trans D,2024-08-01,2024-08-06,4,236.75,entregue
2305,2305,GO,PR,Trans C,2024-06-22,2024-06-25,4,487.72,entregue
2306,2306,DF,RS,Trans B,2024-08-27,2024-09-06,7,256.81,em trânsito
2307,2307,SP,RJ,Trans C,2024-04-12,2024-04-16,5,295.13,entregue
2308,2308,GO,PE,Trans C,2024-06-27,2024-07-03,5,134.55,em trânsito
2309,2309,MG,PE,Trans C,2024-01-14,2024-01-23,7,416.63,em trânsito
2310,2310,RS,SP,Trans D,2024-02-12,2024-02-17,4,141.95,entregue
2311,2311,RJ,DF,Trans B,2024-03-19,2024-03-21,3,440.26,entregue
2312,2312,BA,PE,Trans D,2024-07-04,2024-07-06,1,313.25,entregue
2313,2313,BA,SC,Trans C,2024-05-02,2024-05-02,1,277.74,entregue
2314,2314,GO,SC,Trans D,2024-02-24,2024-03-04,6,429.17,cancelado
2315,2315,MG,SC,Trans B,2024-08-22,2024-08-28,7,213.71,entregue
2316,2316,GO,RS,Trans B,2024-07-16,2024-07-20,4,424.31,entregue
2317,2317,SC,RS,Trans D,2024-04-10,2024-04-15,5,285.09,entregue
2318,2318,GO,SC,Trans E,2024-02-26,2024-03-01,1,402.49,atraso
2319,2319,SP,RS,Trans C,2024-03-28,2024-03-30,3,336.44,entregue
2320,2320,MG,PR,Trans D,2024-06-14,2024-06-15,1,158.95,entregue
2321,2321,PR,SP,Trans B,2024-04-21,2024-04-24,3,354.7,entregue
2322,2322,MG,PE,Trans D,2024-03-13,2024-03-16,2,424.94,entregue
2323,2323,BA,DF,Trans A,2024-04-17,2024-04-20,3,366.58,entregue
2324,2324,SC,GO,Trans A,2024-07-25,2024-07-30,4,387.72,entregue
2325,2325,RS,BA,Trans D,2024-07-25,2024-08-01,7,134.07,entregue
2326,2326,MG,GO,Trans E,2024-06-24,2024-06-28,4,354.6,entregue
2327,2327,SC,PR,Trans D,2024-07-16,2024-07-20,4,188.63,entregue
2328,2328,GO,RJ,Trans A,2024-07-25,2024-08-04,5,290.87,atraso
2329,2329,RS,BA,Trans D,2024-03-26,2024-04-05,6,126.9,atraso
2330,2330,GO,DF,Trans B,2024-05-16,2024-05-22,4,143.16,atraso
2331,2331,MG,GO,Trans C,2024-05-31,2024-06-07,6,421.39,entregue
2332,2332,BA,SC,Trans D,2024-01-13,2024-01-16,4,131.05,entregue
2333,2333,DF,SP,Trans D,2024-04-03,2024-04-08,4,368.28,entregue
2334,2334,MG,PR,Trans C,2024-03-27,2024-03-30,4,307.95,entregue
2335,2335,RS,BA,Trans B,2024-04-01,2024-04-04,3,216.35,entregue
2336,2336,SC,BA,Trans A,2024-01-29,2024-02-02,5,303.13,entregue
2337,2337,MG,DF,Trans D,2024-02-14,2024-02-15,2,132.94,entregue
2338,2338,PR,RS,Trans B,2024-05-06,2024-05-12,6,225.06,entregue
2339,2339,SC,RS,Trans D,2024-06-07,2024-06-14,6,424.6,entregue
2340,2340,PE,BA,Trans E,2024-01-11,2024-01-15,4,96.08,entregue
2341,2341,BA,DF,Trans E,2024-06-12,2024-06-20,6,240.4,atraso
2342,2342,SP,MG,Trans A,2024-08-25,2024-08-28,3,257.46,entregue
2343,2343,SC,PR,Trans A,2024-07-10,2024-07-13,2,391.93,entregue
2344,2344,SP,GO,Trans A,2024-08-21,2024-08-27,7,413.33,entregue
2345,2345,GO,SP,Trans E,2024-03-18,2024-03-22,3,438.78,entregue
2346,2346,PR,GO,Trans B,2024-07-23,2024-07-30,6,278.63,entregue
2347,2347,GO,DF,Trans D,2024-07-10,2024-07-12,3,196.28,entregue
2348,2348,RS,DF,Trans A,2024-04-12,2024-04-20,5,194.53,cancelado
2349,2349,SC,RS,Trans D,2024-01-05,2024-01-10,2,195.4,atraso
2350,2350,DF,GO,Trans D,2024-07-21,2024-07-28,5,172.96,em trânsito
2351,2351,PR,RJ,Trans A,2024-03-24,2024-03-31,6,200.89,entregue
2352,2352,PE,SC,Trans E,2024-04-27,2024-05-05,7,330.0,entregue
2353,2353,BA,PE,Trans E,2024-05-01,2024-05-06,4,223.05,cancelado
2354,2354,PE,RJ,Trans C,2024-04-23,2024-05-01,7,289.57,entregue
2355,2355,GO,RS,Trans E,2024-02-13,2024-02-19,6,249.23,entregue
2356,2356,MG,PE,Trans E,2024-06-10,2024-06-11,1,114.9,entregue
2357,2357,MG,PE,Trans E,2024-03-18,2024-03-21,3,269.63,entregue
2358,2358,SC,RS,Trans D,2024-02-09,2024-02-09,1,342.19,entregue
2359,2359,SC,PR,Trans E,2024-04-16,2024-04-21,4,313.7,cancelado
2360,2360,RS,PR,Trans D,2024-04-06,2024-04-09,2,334.99,cancelado
2361,2361,RJ,PE,Trans A,2024-04-11,2024-04-11,1,319.71,entregue
2362,2362,PE,RJ,Trans B,2024-02-10,2024-02-22,7,311.03,atraso
2363,2363,DF,MG,Trans C,2024-02-25,2024-03-04,7,197.13,entregue
2364,2364,PE,SC,Trans C,2024-01-28,2024-02-04,6,483.3,entregue
2365,2365,DF,PE,Trans C,2024-05-17,2024-05-21,5,440.8,entregue
2366,2366,PR,GO,Trans D,2024-04-28,2024-05-05,7,145.93,entregue
2367,2367,MG,BA,Trans B,2024-03-14,2024-03-18,4,400.43,entregue
2368,2368,PE,RS,Trans B,2024-08-20,2024-08-27,6,354.3,entregue
2369,2369,BA,GO,Trans D,2024-02-18,2024-02-23,4,174.16,entregue
2370,2370,DF,PR,Trans E,2024-05-08,2024-05-16,5,477.11,cancelado
2371,2371,SC,PR,Trans C,2024-03-04,2024-03-10,5,278.2,entregue
2372,2372,PE,SP,Trans A,2024-01-06,2024-01-14,3,311.86,atraso
2373,2373,GO,DF,Trans B,2024-08-21,2024-08-28,7,383.69,entregue
2374,2374,PR,SC,Trans B,2024-04-30,2024-05-03,2,135.71,cancelado
2375,2375,PR,PE,Trans A,2024-02-22,2024-02-23,1,182.92,entregue
2376,2376,DF,SP,Trans E,2024-03-02,2024-03-11,4,290.09,atraso
2377,2377,SP,SC,Trans A,2024-06-03,2024-06-13,7,182.84,atraso
2378,2378,BA,PE,Trans A,2024-07-10,2024-07-12,1,250.67,entregue
2379,2379,DF,BA,Trans E,2024-08-08,2024-08-12,4,482.18,entregue
2380,2380,GO,MG,Trans E,2024-07-02,2024-07-05,1,264.18,atraso
2381,2381,DF,SP,Trans A,2024-07-26,2024-07-30,3,402.88,entregue
2382,2382,PR,BA,Trans C,2024-07-02,2024-07-09,4,260.01,cancelado
2383,2383,RJ,MG,Trans A,2024-02-07,2024-02-10,1,383.24,atraso
2384,2384,MG,BA,Trans C,2024-06-17,2024-06-20,4,414.13,entregue
2385,2385,DF,SC,Trans B,2024-01-25,2024-01-29,3,111.11,entregue
2386,2386,RJ,BA,Trans D,2024-03-03,2024-03-14,7,204.02,atraso
2387,2387,MG,BA,Trans D,2024-07-20,2024-07-23,3,318.66,entregue
2388,2388,PE,SC,Trans E,2024-07-13,2024-07-15,1,201.14,entregue
2389,2389,PR,GO,Trans B,2024-05-24,2024-05-27,3,208.8,entregue
2390,2390,GO,PE,Trans B,2024-06-11,2024-06-17,5,264.74,entregue
2391,2391,SC,RS,Trans C,2024-07-09,2024-07-14,2,141.54,atraso
2392,2392,MG,RJ,Trans C,2024-04-08,2024-04-14,7,91.76,entregue
2393,2393,RS,RJ,Trans B,2024-03-18,2024-03-22,5,188.96,entregue
2394,2394,GO,MG,Trans E,2024-08-10,2024-08-18,6,339.75,cancelado
2395,2395,DF,SP,Trans B,2024-06-13,2024-06-17,3,212.0,entregue
2396,2396,SP,SC,Trans C,2024-08-09,2024-08-16,4,445.73,em trânsito
2397,2397,SC,BA,Trans D,2024-05-03,2024-05-07,2,360.87,atraso
2398,2398,DF,PE,Trans A,2024-02-27,2024-02-29,3,143.04,entregue
2399,2399,PR,PE,Trans E,2024-07-05,2024-07-15,7,229.73,atraso
2400,2400,RS,MG,Trans D,2024-08-21,2024-08-25,5,432.79,entregue
2401,2401,SP,DF,Trans E,2024-07-08,2024-07-11,2,93.79,entregue
2402,2402,RJ,BA,Trans A,2024-05-09,2024-05-13,3,483.9,entregue
2403,2403,BA,RS,Trans E,2024-01-21,2024-01-29,7,318.01,cancelado
2404,2404,PR,DF,Trans B,2024-03-06,2024-03-11,2,369.67,atraso
2405,2405,PR,DF,Trans B,2024-06-25,2024-06-30,2,96.9,atraso
2406,2406,RS,BA,Trans E,2024-05-21,2024-05-25,3,159.81,entregue
2407,2407,SP,RJ,Trans A,2024-05-13,2024-05-14,2,175.59,entregue
2408,2408,GO,DF,Trans E,2024-05-28,2024-06-03,7,305.51,entregue
2409,2409,RS,SP,Trans A,2024-07-21,2024-07-23,3,280.89,entregue
2410,2410,PR,RJ,Trans D,2024-05-01,2024-05-03,1,327.54,entregue
2411,2411,PR,PE,Trans E,2024-03-17,2024-03-22,4,260.5,entregue
2412,2412,RJ,DF,Trans A,2024-08-14,2024-08-21,6,161.82,entregue
2413,2413,GO,RS,Trans E,2024-04-26,2024-05-05,7,332.57,cancelado
2414,2414,RS,SP,Trans D,2024-02-15,2024-02-21,6,295.96,entregue
2415,2415,RJ,RS,Trans C,2024-08-10,2024-08-13,3,195.62,entregue
2416,2416,GO,RJ,Trans E,2024-03-20,2024-03-24,5,490.44,entregue
2417,2417,GO,RS,Trans B,2024-01-02,2024-01-07,4,277.61,entregue
2418,2418,BA,SC,Trans B,2024-01-17,2024-01-23,2,119.72,atraso
2419,2419,RS,SP,Trans D,2024-06-12,2024-06-14,3,161.31,entregue
2420,2420,RS,RJ,Trans A,2024-02-29,2024-03-08,7,208.26,entregue
2421,2421,PR,PE,Trans E,2024-01-27,2024-02-01,4,168.32,entregue
2422,2422,SP,PR,Trans B,2024-02-10,2024-02-13,3,410.04,entregue
2423,2423,SC,BA,Trans B,2024-06-18,2024-06-24,5,492.08,entregue
2424,2424,BA,RJ,Trans E,2024-04-16,2024-04-27,7,176.06,atraso
2425,2425,RJ,SP,Trans C,2024-08-27,2024-09-04,4,235.73,atraso
2426,2426,RS,GO,Trans C,2024-07-05,2024-07-09,3,212.45,entregue
2427,2427,DF,SC,Trans C,2024-05-24,2024-05-28,4,82.38,entregue
2428,2428,RJ,PR,Trans D,2024-04-14,2024-04-14,1,489.49,entregue
2429,2429,RS,GO,Trans C,2024-07-28,2024-08-01,1,358.06,atraso
2430,2430,DF,PR,Trans C,2024-08-01,2024-08-04,3,259.55,entregue
2431,2431,SP,SC,Trans D,2024-05-22,2024-05-24,3,414.94,entregue
2432,2432,MG,RJ,Trans E,2024-04-22,2024-04-29,5,111.26,atraso
2433,2433,SP,RS,Trans B,2024-07-04,2024-07-08,3,329.03,entregue
2434,2434,GO,SP,Trans A,2024-06-17,2024-06-25,7,284.56,entregue
2435,2435,RS,BA,Trans C,2024-05-30,2024-06-03,5,103.57,entregue
2436,2436,RS,PR,Trans C,2024-05-17,2024-05-20,3,126.63,entregue
2437,2437,RS,PR,Trans B,2024-01-19,2024-01-26,6,253.79,entregue
2438,2438,SP,PE,Trans B,2024-02-08,2024-02-16,7,164.0,entregue
2439,2439,BA,RJ,Trans A,2024-03-03,2024-03-08,4,400.37,entregue
2440,2440,GO,PR,Trans C,2024-05-15,2024-05-22,5,139.0,atraso
2441,2441,RS,RJ,Trans A,2024-07-20,2024-07-28,7,211.86,entregue
2442,2442,MG,PE,Trans C,2024-04-24,2024-05-04,7,157.34,atraso
2443,2443,DF,RJ,Trans D,2024-04-27,2024-04-28,2,364.62,entregue
2444,2444,PE,DF,Trans C,2024-06-03,2024-06-08,3,138.91,atraso
2445,2445,RJ,RS,Trans D,2024-04-11,2024-04-17,4,429.3,atraso
2446,2446,RJ,GO,Trans A,2024-04-05,2024-04-10,5,498.17,entregue
2447,2447,SC,DF,Trans E,2024-07-23,2024-07-31,7,286.64,entregue
2448,2448,RJ,MG,Trans E,2024-06-11,2024-06-13,3,317.43,entregue
2449,2449,DF,BA,Trans E,2024-01-29,2024-02-06,7,435.45,entregue
2450,2450,PE,MG,Trans A,2024-08-24,2024-08-30,5,497.04,entregue
2451,2451,SP,PR,Trans A,2024-06-24,2024-07-01,7,275.6,entregue
2452,2452,SP,SC,Trans B,2024-03-25,2024-04-01,6,321.59,entregue
2453,2453,BA,RS,Trans D,2024-07-18,2024-07-23,5,453.55,entregue
2454,2454,PE,SC,Trans D,2024-03-16,2024-03-21,5,87.93,entregue
2455,2455,PR,RJ,Trans B,2024-04-19,2024-04-21,3,325.44,entregue
2456,2456,PR,MG,Trans C,2024-04-27,2024-05-01,5,403.37,entregue
2457,2457,SC,BA,Trans E,2024-08-16,2024-08-22,3,159.32,atraso
2458,2458,SP,PR,Trans B,2024-03-19,2024-03-20,2,304.04,entregue
2459,2459,SP,RS,Trans A,2024-02-02,2024-02-08,7,217.53,entregue
2460,2460,MG,PE,Trans C,2024-06-17,2024-06-19,2,148.58,entregue
2461,2461,GO,PR,Trans C,2024-08-27,2024-08-31,2,137.67,em trânsito
2462,2462,GO,MG,Trans D,2024-08-01,2024-08-03,1,444.36,cancelado
2463,2463,DF,BA,Trans B,2024-01-13,2024-01-17,4,163.43,entregue
2464,2464,DF,GO,Trans D,2024-07-27,2024-07-31,5,292.82,entregue
2465,2465,RJ,RS,Trans E,2024-05-12,2024-05-17,6,130.55,entregue
2466,2466,DF,MG,Trans D,2024-06-03,2024-06-09,6,254.35,entregue
2467,2467,PE,GO,Trans B,2024-07-23,2024-07-24,1,187.22,entregue
2468,2468,RJ,SC,Trans A,2024-01-05,2024-01-09,4,248.13,entregue
2469,2469,RJ,DF,Trans A,2024-04-02,2024-04-06,3,477.3,cancelado
2470,2470,GO,MG,Trans C,2024-06-28,2024-07-01,2,420.27,entregue
2471,2471,SP,PE,Trans D,2024-03-11,2024-03-16,1,99.06,atraso
2472,2472,RS,PE,Trans B,2024-05-24,2024-05-27,2,145.42,entregue
2473,2473,MG,PE,Trans D,2024-01-10,2024-01-16,7,443.86,entregue
2474,2474,RS,SP,Trans C,2024-06-07,2024-06-09,3,256.08,entregue
2475,2475,MG,RJ,Trans B,2024-02-08,2024-02-16,5,233.33,atraso
2476,2476,GO,PE,Trans A,2024-02-11,2024-02-17,7,208.55,entregue
2477,2477,PE,DF,Trans C,2024-03-08,2024-03-14,7,408.97,entregue
2478,2478,SC,DF,Trans C,2024-08-15,2024-08-17,1,446.25,entregue
2479,2479,RS,SP,Trans D,2024-05-18,2024-05-20,1,383.46,entregue
2480,2480,RJ,SC,Trans B,2024-01-26,2024-01-27,2,118.69,entregue
2481,2481,BA,RS,Trans A,2024-05-01,2024-05-02,1,439.58,entregue
2482,2482,RJ,BA,Trans E,2024-02-04,2024-02-10,4,210.8,atraso
2483,2483,PE,BA,Trans D,2024-02-02,2024-02-06,3,233.54,entregue
2484,2484,DF,MG,Trans E,2024-07-02,2024-07-08,6,394.46,entregue
2485,2485,GO,PE,Trans E,2024-02-02,2024-02-03,2,418.29,entregue
2486,2486,BA,SC,Trans B,2024-06-17,2024-06-18,2,381.25,entregue
2487,2487,DF,MG,Trans C,2024-01-27,2024-02-01,5,157.54,entregue
2488,2488,SC,PE,Trans C,2024-06-30,2024-07-06,3,399.16,cancelado
2489,2489,PE,SC,Trans B,2024-04-18,2024-04-20,3,323.33,entregue
2490,2490,MG,DF,Trans A,2024-08-19,2024-08-27,6,413.56,atraso
2491,2491,RS,SC,Trans B,2024-02-06,2024-02-06,1,147.99,entregue
2492,2492,SP,RJ,Trans C,2024-05-26,2024-05-27,1,158.85,entregue
2493,2493,GO,SP,Trans E,2024-04-25,2024-05-01,4,309.27,cancelado
2494,2494,SP,MG,Trans A,2024-03-12,2024-03-19,6,468.03,entregue
2495,2495,MG,RJ,Trans C,2024-03-06,2024-03-08,2,404.24,entregue
2496,2496,RS,PE,Trans D,2024-01-25,2024-01-31,6,400.57,entregue
2497,2497,SC,PE,Trans C,2024-07-19,2024-07-21,1,90.67,entregue
2498,2498,BA,MG,Trans E,2024-01-25,2024-01-27,2,428.63,entregue
2499,2499,SC,PE,Trans A,2024-07-01,2024-07-06,5,208.95,entregue
2500,2500,BA,MG,Trans D,2024-08-28,2024-09-03,5,156.7,entregue
2501,2501,SP,MG,Trans E,2024-02-06,2024-02-11,2,405.88,atraso
2502,2502,GO,SC,Trans B,2024-07-09,2024-07-16,6,407.57,entregue
2503,2503,PR,BA,Trans E,2024-05-15,2024-05-23,7,232.32,entregue
2504,2504,SC,MG,Trans B,2024-05-15,2024-05-20,6,122.06,entregue
2505,2505,RS,SC,Trans B,2024-06-11,2024-06-20,6,434.16,atraso
2506,2506,BA,SP,Trans B,2024-06-05,2024-06-09,5,196.94,entregue
2507,2507,MG,RS,Trans D,2024-04-09,2024-04-14,3,276.56,cancelado
2508,2508,PR,DF,Trans B,2024-08-28,2024-09-02,6,185.56,entregue
2509,2509,SC,RS,Trans E,2024-03-20,2024-03-27,6,337.51,entregue
2510,2510,RJ,BA,Trans A,2024-07-12,2024-07-12,1,281.99,entregue
2511,2511,RJ,DF,Trans B,2024-07-25,2024-08-02,7,410.25,cancelado
2512,2512,BA,RJ,Trans D,2024-05-31,2024-06-04,4,109.62,entregue
